,location,total_sqft,bath,price,BHK,loaction
7829,Thigalarapalya,1400.0,2.0,105.0,2,Thigalarapalya
7830,Tindlu,1370.07,3.0,65.0,3,Tindlu
7831,Judicial Layout,900.0,2.0,40.0,2,Judicial Layout
7832,other,418.0,1.0,17.0,1,Kodipalya
7833,other,1200.0,3.0,80.0,3,Vishwapriya Nagar
7834,ISRO Layout,1200.0,2.0,43.0,2,ISRO Layout
7835,Talaghattapura,1062.0,2.0,42.48,2,Talaghattapura
7836,Kanakpura Road,1120.0,2.0,51.0,2,Kanakpura Road
7837,Bannerghatta Road,1012.0,2.0,44.0,2,Bannerghatta Road
7838,other,675.0,2.0,13.5,2,Kadabagere
7839,Kanakpura Road,1430.0,2.0,78.0,2,Kanakpura Road
7840,Channasandra,1195.0,2.0,56.0,3,Channasandra
7841,Bisuvanahalli,1075.0,2.0,42.0,3,Bisuvanahalli
7842,Hennur Road,1570.0,3.0,75.99,3,Hennur Road
7843,Sonnenahalli,1011.0,2.0,59.0,2,Sonnenahalli
7844,7th Phase JP Nagar,1450.0,2.0,102.0,3,7th Phase JP Nagar
7845,Sarjapur  Road,1129.0,2.0,69.0,2,Sarjapur  Road
7846,Sarjapura - Attibele Road,1126.0,2.0,36.0,2,Sarjapura - Attibele Road
7847,Sarjapur  Road,1180.0,2.0,45.0,3,Sarjapur  Road
7848,Hennur Road,1933.0,3.0,140.0,3,Hennur Road
7849,TC Palaya,1082.0,2.0,64.0,2,TC Palaya
7850,other,610.0,1.0,28.0,1,Anwar Layout
7851,Kathriguppe,1300.0,3.0,77.99,3,Kathriguppe
7852,CV Raman Nagar,1125.0,2.0,46.0,2,CV Raman Nagar
7853,Kengeri Satellite Town,777.4,2.0,25.0,2,Kengeri Satellite Town
7854,Old Airport Road,1798.0,3.0,150.0,3,Old Airport Road
7855,other,1864.0,3.0,120.0,3,Dodda Nekkundi Extension
7856,Whitefield,1115.0,2.0,51.91,2,Whitefield
7857,Kengeri,400.0,1.0,25.0,1,Kengeri
7858,Rajaji Nagar,1200.0,2.0,70.0,2,Rajaji Nagar
7859,Ananth Nagar,992.0,2.0,24.8,2,Ananth Nagar
7860,other,950.0,2.0,57.0,2,Jakkasandra Extension
7861,Bellandur,1200.0,2.0,62.0,2,Bellandur
7862,GM Palaya,1735.0,3.0,70.0,3,GM Palaya
7863,HSR Layout,1009.0,2.0,56.0,2,HSR Layout
7864,Jalahalli,1470.0,2.0,102.0,3,Jalahalli
7865,Bannerghatta Road,1527.0,3.0,115.0,3,Bannerghatta Road
7866,other,985.0,2.0,45.0,2,Singapura Village
7867,Whitefield,1277.0,2.0,77.0,2,Whitefield
7868,other,1100.0,2.0,62.0,2,Nallurhalli
7869,Whitefield,1820.0,3.0,140.0,3,Whitefield
7870,other,1530.0,3.0,87.0,4,Puttanahalli
7871,Hennur,1255.0,2.0,52.35,2,Hennur
7872,Kanakpura Road,700.0,2.0,36.0,2,Kanakpura Road
7873,Somasundara Palya,1140.0,2.0,46.0,2,Somasundara Palya
7874,Electronic City Phase II,1025.0,2.0,29.6,2,Electronic City Phase II
7875,Uttarahalli,1490.0,2.0,59.6,3,Uttarahalli
7876,Sarjapur  Road,1850.0,3.0,140.0,3,Sarjapur  Road
7877,Kaikondrahalli,1250.0,2.0,78.0,2,Kaikondrahalli
7878,Jalahalli,1244.0,2.0,88.0,2,Jalahalli
7879,Kengeri Satellite Town,1025.0,2.0,28.57,2,Kengeri Satellite Town
7880,Sarjapur  Road,1034.0,2.0,38.0,2,Sarjapur  Road
7881,Kengeri Satellite Town,1191.0,2.0,33.34,3,Kengeri Satellite Town
7882,Kasavanhalli,1719.0,3.0,71.0,3,Kasavanhalli
7883,7th Phase JP Nagar,1035.0,2.0,39.33,2,7th Phase JP Nagar
7884,Hosa Road,1470.0,2.0,84.22,3,Hosa Road
7885,Yelahanka,1140.0,2.0,50.66,2,Yelahanka
7886,Harlur,1752.12,3.0,125.0,3,Harlur
7887,Bannerghatta Road,1660.0,3.0,85.0,3,Bannerghatta Road
7888,Electronic City,1275.0,3.0,63.43,3,Electronic City
7889,Bommasandra Industrial Area,1365.0,3.0,52.81,3,Bommasandra Industrial Area
7890,other,1200.0,2.0,90.0,3,"MEI layout, Bagalgunte"
7891,Banashankari Stage VI,1392.0,3.0,69.46,3,Banashankari Stage VI
7892,Whitefield,1245.0,2.0,59.76,2,Whitefield
7893,Yeshwanthpur,1162.0,2.0,64.08,2,Yeshwanthpur
7894,Singasandra,1476.0,2.0,73.0,3,Singasandra
7895,KR Puram,700.0,1.0,21.5,1,KR Puram
7896,Jigani,943.0,2.0,48.0,2,Jigani
7897,Sarjapur  Road,1113.0,2.0,44.5,2,Sarjapur  Road
7898,Varthur,1615.0,3.0,69.43,3,Varthur
7899,other,1279.0,2.0,100.0,2,Keshava Nagar
7900,other,1256.0,2.0,60.0,2,Kacharakanahalli
7901,Sompura,1350.0,3.0,65.0,3,Sompura
7902,other,1525.0,3.0,68.63,3,SRINIVASAPURA
7903,Hebbal,1645.0,3.0,117.0,3,Hebbal
7904,Ardendale,1777.26,3.0,92.0,3,Ardendale
7905,Bisuvanahalli,845.0,2.0,32.0,2,Bisuvanahalli
7906,other,900.0,2.0,25.0,2,Sidedahalli
7907,Varthur,1210.0,2.0,64.15,2,Varthur
7908,Electronic City Phase II,829.0,2.0,22.8,2,Electronic City Phase II
7909,Sarjapur  Road,1879.0,3.0,155.0,3,Sarjapur  Road
7910,Hosur Road,1250.0,2.0,50.0,3,Hosur Road
7911,other,1200.0,2.0,35.0,4,Jeevanhalli
7912,Marathahalli,1108.0,2.0,60.0,3,Marathahalli
7913,Kanakpura Road,1401.0,3.0,69.0,3,Kanakpura Road
7914,Sarjapur  Road,1157.0,2.0,75.0,3,Sarjapur  Road
7915,other,1185.0,2.0,42.66,2,Ramamurthy Nagar Extension
7916,Green Glen Layout,1751.0,3.0,115.0,3,Green Glen Layout
7917,Bannerghatta Road,1880.0,3.0,96.5,3,Bannerghatta Road
7918,Whitefield,1322.5,3.0,40.985,3,Whitefield
7919,Channasandra,1175.0,2.0,38.0,2,Channasandra
7920,Jalahalli,1407.0,2.0,98.49,2,Jalahalli
7921,Yelachenahalli,1000.0,2.0,50.0,2,Yelachenahalli
7922,Electronic City,1518.0,3.0,75.0,3,Electronic City
7923,Tumkur Road,1027.0,2.0,67.0,2,Tumkur Road
7924,HSR Layout,1145.0,2.0,46.0,2,HSR Layout
7925,Begur Road,1500.0,2.0,47.25,3,Begur Road
7926,Varthur,1737.0,2.0,57.32,3,Varthur
7927,other,1120.0,2.0,60.0,2,Sabari Nagar
7928,Hennur Road,1030.0,2.0,46.5,2,Hennur Road
7929,Kammasandra,1057.0,2.0,35.0,2,Kammasandra
7930,Thanisandra,1460.0,2.0,38.5,2,Thanisandra
7931,Hormavu,1075.0,2.0,53.7,2,Hormavu
7932,Mysore Road,1080.0,2.0,60.0,3,Mysore Road
7933,Singasandra,1139.7,2.0,45.0,2,Singasandra
7934,Whitefield,1074.0,2.0,42.8,2,Whitefield
7935,Whitefield,1200.0,2.0,46.13,2,Whitefield
7936,Sarjapur  Road,1323.0,2.0,74.0,2,Sarjapur  Road
7937,Hennur Road,1232.0,2.0,69.61,2,Hennur Road
7938,Kalena Agrahara,900.0,2.0,40.0,2,Kalena Agrahara
7939,Sarjapura - Attibele Road,740.0,1.0,23.65,1,Sarjapura - Attibele Road
7940,Hebbal,1920.0,3.0,134.0,3,Hebbal
7941,Bannerghatta Road,1550.0,3.0,96.0,3,Bannerghatta Road
7942,Gunjur,1588.0,2.0,90.0,3,Gunjur
7943,other,1308.0,2.0,86.0,2,"Thanisandra Main Road,"
7944,Hennur,1340.0,2.0,54.27,3,Hennur
7945,Thanisandra,1719.0,3.0,135.0,3,Thanisandra
7946,Horamavu Agara,1107.83,2.0,41.51,2,Horamavu Agara
7947,Whitefield,1200.0,2.0,45.84,2,Whitefield
7948,Jakkur,1660.0,3.0,104.0,3,Jakkur
7949,Nagavara,1247.0,2.0,58.56,2,Nagavara
7950,Thanisandra,1595.0,3.0,96.0,3,Thanisandra
7951,Kaggadasapura,1175.0,2.0,50.0,2,Kaggadasapura
7952,Old Airport Road,1184.0,2.0,78.0,2,Old Airport Road
7953,other,1100.0,2.0,55.0,2,Byrasandra
7954,Kaval Byrasandra,935.0,2.0,78.0,2,Kaval Byrasandra
7955,Yelahanka,1200.0,2.0,60.0,2,Yelahanka
7956,other,1000.0,2.0,45.0,2,Neelamangala
7957,Uttarahalli,1000.0,2.0,52.0,2,Uttarahalli
7958,Yelahanka,1705.0,3.0,85.0,3,Yelahanka
7959,Tumkur Road,1060.0,2.0,58.3,3,Tumkur Road
7960,other,1347.0,2.0,55.0,3,Kammagondahalli
7961,Varthur,1402.0,2.0,95.0,2,Varthur
7962,other,1225.0,2.0,71.05,2,Whitefield ECC Road
7963,5th Phase JP Nagar,1080.0,2.0,53.0,2,5th Phase JP Nagar
7964,Begur Road,1100.0,2.0,42.6,2,Begur Road
7965,Bannerghatta Road,1200.0,2.0,78.0,2,Bannerghatta Road
7966,Begur Road,1565.0,2.0,57.91,3,Begur Road
7967,Kothanur,1581.0,3.0,76.0,3,Kothanur
7968,Abbigere,985.0,2.0,38.92,2,Abbigere
7969,Sarjapur,950.0,2.0,35.0,2,Sarjapur
7970,other,1339.0,2.0,55.0,2,Jai Bheema Nagar
7971,other,1449.0,3.0,72.0,3,Ayappa Nagar
7972,other,1100.0,2.0,38.68,2,Brindavan Layout
7973,Hoskote,1003.5,2.0,28.095,2,Hoskote
7974,other,1100.0,2.0,55.0,2,Billamaranahalli
7975,Electronic City,1140.0,2.0,32.92,2,Electronic City
7976,Chandapura,800.0,1.0,30.0,2,Chandapura
7977,other,1300.0,2.0,95.0,2,3rd Block Hrbr Layout
7978,Kanakpura Road,1220.0,2.0,60.0,2,Kanakpura Road
7979,Whitefield,1170.0,2.0,56.0,2,Whitefield
7980,other,1350.0,2.0,89.5,2,Vignana Nagar
7981,Kambipura,883.0,2.0,45.0,2,Kambipura
7982,Thanisandra,1698.0,3.0,125.0,3,Thanisandra
7983,Ambalipura,1060.0,2.0,58.5,2,Ambalipura
7984,Somasundara Palya,1185.0,2.0,75.0,2,Somasundara Palya
7985,Vittasandra,1404.0,2.0,72.0,2,Vittasandra
7986,Electronic City Phase II,1252.0,2.0,67.0,2,Electronic City Phase II
7987,Bannerghatta Road,1885.0,3.0,125.0,3,Bannerghatta Road
7988,Hormavu,980.0,2.0,42.0,2,Hormavu
7989,Banashankari,1420.0,3.0,66.0,3,Banashankari
7990,other,1175.0,2.0,70.0,2,Jayamahal
7991,other,1145.0,2.0,51.0,2,Vinayaka Nagar
7992,Bhoganhalli,970.0,2.0,52.5,2,Bhoganhalli
7993,Electronic City,1125.0,2.0,32.49,2,Electronic City
7994,Whitefield,1639.5,3.0,92.63,3,Whitefield
7995,Ramagondanahalli,1635.0,3.0,57.0,3,Ramagondanahalli
7996,Kathriguppe,1335.0,2.0,73.43,3,Kathriguppe
7997,Yeshwanthpur,1166.0,2.0,64.08,2,Yeshwanthpur
7998,Shivaji Nagar,1460.0,2.0,90.0,3,Shivaji Nagar
7999,other,1690.0,3.0,50.0,3,Gulimangala
8000,other,1386.0,3.0,93.0,4,Nagashetty Halli
8001,other,1090.0,2.0,32.0,2,Devasandra Extension
8002,Thanisandra,1732.0,3.0,85.73,3,Thanisandra
8003,Whitefield,1390.0,2.0,72.0,2,Whitefield
8004,Sector 2 HSR Layout,1095.0,2.0,85.41,2,Sector 2 HSR Layout
8005,Kengeri,416.0,1.0,17.19,1,Kengeri
8006,Yelahanka,1350.0,2.0,85.0,3,Yelahanka
8007,Bannerghatta Road,1453.0,2.0,73.0,3,Bannerghatta Road
8008,Thanisandra,1226.0,2.0,65.0,2,Thanisandra
8009,Hegde Nagar,1168.0,2.0,68.0,3,Hegde Nagar
8010,Bannerghatta,1776.0,3.0,124.0,3,Bannerghatta
8011,Whitefield,1634.0,3.0,68.0,3,Whitefield
8012,Hormavu,860.0,2.0,56.0,2,Hormavu
8013,Nagasandra,1650.0,3.0,95.0,3,Nagasandra
8014,Whitefield,1190.0,2.0,70.0,2,Whitefield
8015,JP Nagar,1133.0,2.0,33.99,2,JP Nagar
8016,other,1559.0,3.0,62.0,3,Suraksha Nagar
8017,Kodichikkanahalli,976.0,2.0,50.0,2,Kodichikkanahalli
8018,Yelahanka,1590.0,2.0,54.0,3,Yelahanka
8019,Yelahanka,1633.0,3.0,110.0,3,Yelahanka
8020,Ramagondanahalli,1151.0,2.0,46.0,2,Ramagondanahalli
8021,Kereguddadahalli,1400.0,2.0,42.0,3,Kereguddadahalli
8022,Uttarahalli,1037.0,2.0,36.0,2,Uttarahalli
8023,Thanisandra,1188.0,2.0,36.0,2,Thanisandra
8024,other,1060.0,2.0,52.0,2,Raja Rajeshwari Nagar 5th Stage
8025,Hennur,1255.0,2.0,54.5,2,Hennur
8026,Hormavu,1075.0,2.0,53.7,2,Hormavu
8027,ITPL,900.0,2.0,27.0,2,ITPL
8028,Kudlu Gate,1183.0,2.0,79.54,2,Kudlu Gate
8029,HSR Layout,1100.0,2.0,44.0,2,HSR Layout
8030,GM Palaya,1643.0,2.0,70.0,3,GM Palaya
8031,other,1500.0,2.0,120.0,3,Banagiri Nagar
8032,Jakkur,1291.0,2.0,75.0,2,Jakkur
8033,Hennur,1150.0,3.0,80.0,3,Hennur
8034,Electronic City,1060.0,2.0,55.0,2,Electronic City
8035,7th Phase JP Nagar,1575.0,2.0,110.0,3,7th Phase JP Nagar
8036,other,1700.0,3.0,55.0,4,Byrathi Village
8037,Mahadevpura,1236.0,2.0,58.0,2,Mahadevpura
8038,Ramamurthy Nagar,1350.0,2.0,39.0,3,Ramamurthy Nagar
8039,Electronic City,1200.0,2.0,34.66,2,Electronic City
8040,Hulimavu,1200.0,4.0,75.0,4,Hulimavu
8041,Harlur,1225.0,2.0,56.0,2,Harlur
8042,Thanisandra,1056.0,2.0,75.0,2,Thanisandra
8043,9th Phase JP Nagar,1240.0,2.0,42.85,3,9th Phase JP Nagar
8044,Banashankari,1200.0,3.0,74.52,3,Banashankari
8045,Kudlu Gate,1850.0,3.0,110.0,3,Kudlu Gate
8046,other,1200.0,1.0,39.82,1,Naganathapura
8047,Chandapura,1185.0,2.0,30.22,3,Chandapura
8048,Jigani,918.0,2.0,56.0,2,Jigani
8049,other,1330.0,2.0,68.0,3,GD Layout
8050,Munnekollal,1540.0,2.0,70.0,3,Munnekollal
8051,Lakshminarayana Pura,1200.0,2.0,80.0,2,Lakshminarayana Pura
8052,other,927.0,2.0,37.0,2,Sunkan palya
8053,CV Raman Nagar,1400.0,2.0,78.0,3,CV Raman Nagar
8054,Hosur Road,1345.0,2.0,106.0,2,Hosur Road
8055,8th Phase JP Nagar,1510.0,2.0,80.0,2,8th Phase JP Nagar
8056,ITPL,1500.0,3.0,61.52,3,ITPL
8057,Yelahanka,827.5,1.0,42.535,1,Yelahanka
8058,Vidyaranyapura,1100.0,2.0,72.0,3,Vidyaranyapura
8059,other,1200.0,3.0,68.0,3,Sunkadakatte
8060,Kanakpura Road,1100.0,3.0,53.0,3,Kanakpura Road
8061,other,760.0,2.0,37.49,2,Jayanti Nagar
8062,Thubarahalli,1242.0,3.0,51.0,3,Thubarahalli
8063,Uttarahalli,1245.0,2.0,43.58,3,Uttarahalli
8064,Kadugodi,1088.0,2.0,44.0,2,Kadugodi
8065,Sahakara Nagar,1200.0,2.0,46.0,2,Sahakara Nagar
8066,Haralur Road,1309.0,2.0,82.0,2,Haralur Road
8067,other,1250.0,3.0,42.0,3,Maruthi Nagar
8068,5th Phase JP Nagar,1041.0,2.0,54.0,2,5th Phase JP Nagar
8069,Sarjapur  Road,1505.0,2.0,60.0,3,Sarjapur  Road
8070,Bannerghatta,1776.0,3.0,150.0,3,Bannerghatta
8071,Bellandur,1767.0,3.0,89.0,3,Bellandur
8072,other,1293.0,2.0,80.0,2,Rajiv Gandhi Nagar
8073,Kengeri,1320.0,2.0,50.0,2,Kengeri
8074,other,1280.0,2.0,68.48,2,Bhuvaneshwari Nagar
8075,Thanisandra,1245.0,2.0,83.05,2,Thanisandra
8076,Haralur Road,1027.0,1.0,44.0,2,Haralur Road
8077,Yelenahalli,1200.0,2.0,46.17,2,Yelenahalli
8078,Kanakpura Road,1100.0,3.0,58.0,3,Kanakpura Road
8079,other,1065.0,3.0,72.0,3,Medahalli
8080,Kannamangala,1814.0,3.0,129.0,3,Kannamangala
8081,Ramagondanahalli,1610.0,2.0,112.0,3,Ramagondanahalli
8082,Kasavanhalli,1600.0,3.0,79.0,3,Kasavanhalli
8083,other,1250.0,2.0,77.13,3,Canara Bank Colony
8084,Haralur Road,1243.0,2.0,46.0,2,Haralur Road
8085,Kanakpura Road,1452.0,3.0,60.98,3,Kanakpura Road
8086,other,1475.0,3.0,75.0,3,Ittamadu
8087,Electronic City,1353.0,2.0,75.0,2,Electronic City
8088,Electronics City Phase 1,1750.0,3.0,58.0,3,Electronics City Phase 1
8089,Sahakara Nagar,1270.0,2.0,96.0,2,Sahakara Nagar
8090,other,1330.0,3.0,65.0,3,Hessarghatta
8091,Electronic City,660.0,1.0,18.0,2,Electronic City
8092,BTM 2nd Stage,1400.0,2.0,90.0,2,BTM 2nd Stage
8093,Kanakpura Road,1700.0,3.0,75.0,3,Kanakpura Road
8094,Kasavanhalli,1585.0,2.0,90.0,2,Kasavanhalli
8095,Kothanur,1385.0,3.0,67.0,3,Kothanur
8096,Electronic City,1128.0,2.0,67.0,2,Electronic City
8097,HSR Layout,1203.0,2.0,60.0,2,HSR Layout
8098,Mallasandra,905.0,2.0,35.0,2,Mallasandra
8099,Hennur Road,1450.0,3.0,79.0,3,Hennur Road
8100,Varthur,1105.0,2.0,38.0,2,Varthur
8101,Channasandra,1200.0,2.0,46.13,2,Channasandra
8102,Jalahalli,1530.0,2.0,89.0,3,Jalahalli
8103,Whitefield,1105.0,2.0,35.4,2,Whitefield
8104,Dasarahalli,1333.0,2.0,78.56,2,Dasarahalli
8105,other,1065.0,2.0,45.0,2,Hongasandra
8106,Haralur Road,1243.0,2.0,46.0,2,Haralur Road
8107,Old Madras Road,1530.0,3.0,76.34,3,Old Madras Road
8108,Margondanahalli,1200.0,2.0,65.0,2,Margondanahalli
8109,Whitefield,1270.0,2.0,94.0,2,Whitefield
8110,Bellandur,1830.0,3.0,89.0,3,Bellandur
8111,Chandapura,900.0,2.0,35.0,2,Chandapura
8112,Bannerghatta Road,1450.0,2.0,78.0,3,Bannerghatta Road
8113,other,1525.0,3.0,65.0,3,J C Nagar
8114,Mahalakshmi Layout,1080.0,2.0,67.0,2,Mahalakshmi Layout
8115,other,1220.0,2.0,72.0,2,Bagalur Main Road
8116,Begur Road,1200.0,2.0,44.4,2,Begur Road
8117,Bommanahalli,1355.0,2.0,73.17,2,Bommanahalli
8118,other,1500.0,2.0,60.0,2,Govindapura
8119,Koramangala,1355.0,2.0,95.0,2,Koramangala
8120,Electronic City,1070.0,2.0,57.0,2,Electronic City
8121,Bommasandra,842.0,2.0,30.0,2,Bommasandra
8122,Bannerghatta Road,700.0,1.0,31.2,1,Bannerghatta Road
8123,other,1884.0,3.0,95.0,3,"Kanakapura Road,"
8124,other,1100.0,2.0,75.0,2,Dena Bank Colony
8125,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,Raja Rajeshwari Nagar
8126,Budigere,1820.0,3.0,85.0,3,Budigere
8127,Thanisandra,1185.0,2.0,43.5,2,Thanisandra
8128,Whitefield,1220.0,2.0,89.0,2,Whitefield
8129,Whitefield,1116.0,2.0,51.91,2,Whitefield
8130,6th Phase JP Nagar,1192.0,2.0,75.0,2,6th Phase JP Nagar
8131,Marathahalli,1449.0,3.0,110.0,3,Marathahalli
8132,Electronic City,1700.0,3.0,90.0,3,Electronic City
8133,Hebbal,1920.0,3.0,150.0,3,Hebbal
8134,other,1350.0,2.0,90.0,2,BTM 4th Stage
8135,other,1700.0,3.0,74.0,3,"Sarjapur Road,"
8136,Kanakpura Road,1329.0,2.0,107.0,2,Kanakpura Road
8137,Sarjapur  Road,1314.0,2.0,70.44,3,Sarjapur  Road
8138,Hosa Road,1513.0,3.0,103.0,3,Hosa Road
8139,other,1276.0,2.0,80.0,3,arudi
8140,Vittasandra,1246.0,2.0,67.5,2,Vittasandra
8141,Dasarahalli,1220.0,2.0,62.0,2,Dasarahalli
8142,Yelahanka New Town,1800.0,2.0,45.0,3,Yelahanka New Town
8143,Kaval Byrasandra,1400.0,3.0,75.0,3,Kaval Byrasandra
8144,Kasavanhalli,1245.0,2.0,80.0,2,Kasavanhalli
8145,other,1495.0,2.0,63.0,3,Anantapuram
8146,Gollarapalya Hosahalli,996.0,2.0,36.5,2,Gollarapalya Hosahalli
8147,Yelahanka New Town,1000.0,2.0,44.0,2,Yelahanka New Town
8148,other,1250.0,2.0,75.0,2,Chikka Banaswadi
8149,Chandapura,975.0,2.0,24.86,2,Chandapura
8150,Thanisandra,1261.0,2.0,80.0,3,Thanisandra
8151,Electronics City Phase 1,1080.0,2.0,46.0,2,Electronics City Phase 1
8152,other,1230.0,2.0,50.0,2,Akshayanagara East
8153,Kammasandra,982.0,2.0,25.53,2,Kammasandra
8154,Bommasandra,1260.0,3.0,49.36,3,Bommasandra
8155,Horamavu Agara,1220.0,2.0,39.0,2,Horamavu Agara
8156,Electronic City Phase II,1320.0,2.0,38.12,3,Electronic City Phase II
8157,Green Glen Layout,1750.0,3.0,105.0,3,Green Glen Layout
8158,Whitefield,1436.0,2.0,62.15,3,Whitefield
8159,TC Palaya,1200.0,2.0,66.0,3,TC Palaya
8160,Varthur,1560.0,3.0,90.0,3,Varthur
8161,other,1275.0,2.0,59.0,2,Belatur
8162,other,1040.0,2.0,36.4,2,Ramanjaneyanagar
8163,Yeshwanthpur,1195.0,2.0,100.0,2,Yeshwanthpur
8164,Yelahanka,1195.0,2.0,53.105,2,Yelahanka
8165,other,648.0,1.0,40.0,1,Javarandoddi
8166,Kudlu,1027.0,2.0,44.0,2,Kudlu
8167,Bommasandra,1365.0,3.0,52.82,3,Bommasandra
8168,Yelahanka New Town,650.0,1.0,18.0,1,Yelahanka New Town
8169,Chandapura,1200.0,2.0,52.0,3,Chandapura
8170,Cooke Town,1100.0,2.0,90.0,2,Cooke Town
8171,7th Phase JP Nagar,1075.0,2.0,57.0,3,7th Phase JP Nagar
8172,Banashankari,1100.0,2.0,63.0,2,Banashankari
8173,other,1320.0,2.0,58.0,3,Akshya Nagar
8174,Kammasandra,1500.0,3.0,65.0,3,Kammasandra
8175,Vittasandra,1246.0,2.0,67.5,2,Vittasandra
8176,Bhoganhalli,1718.0,3.0,90.2,3,Bhoganhalli
8177,Bisuvanahalli,1075.0,2.0,32.0,3,Bisuvanahalli
8178,other,1480.0,3.0,75.48,3,Chennammana Kere
8179,other,500.0,1.0,13.0,1,Austin Town
8180,Kanakpura Road,1041.0,2.0,36.44,2,Kanakpura Road
8181,other,1128.0,2.0,48.4,2,Doddanekundi
8182,Hosur Road,1685.0,3.0,90.0,3,Hosur Road
8183,other,1180.0,2.0,65.0,2,Guddadahalli
8184,other,1200.0,2.0,60.0,2,Ejipura
8185,other,1250.0,3.0,39.5,3,Mangammanapalya
8186,Kanakpura Road,900.0,2.0,41.0,2,Kanakpura Road
8187,other,1000.0,2.0,45.0,2,Chelekare
8188,Vittasandra,1404.0,2.0,70.0,2,Vittasandra
8189,Ramagondanahalli,1610.0,2.0,115.0,3,Ramagondanahalli
8190,Varthur,1760.0,2.0,85.0,2,Varthur
8191,other,975.0,2.0,55.0,2,Amam Enclave Layout
8192,other,1190.0,2.0,42.0,2,Kashi Nagar
8193,Kudlu,1110.0,2.0,46.0,2,Kudlu
8194,Gunjur,1235.0,2.0,44.5,2,Gunjur
8195,other,1275.0,2.0,55.0,2,Nanjappa Garden
8196,Harlur,1197.0,2.0,76.0,2,Harlur
8197,Begur Road,644.0,1.0,32.0,1,Begur Road
8198,Bellandur,1251.0,2.0,47.0,2,Bellandur
8199,Neeladri Nagar,1105.0,2.0,30.0,2,Neeladri Nagar
8200,other,1080.0,2.0,38.0,2,4th Phase JP Nagar
8201,NRI Layout,1731.0,3.0,64.11,3,NRI Layout
8202,Hormavu,1206.0,2.0,55.0,2,Hormavu
8203,Choodasandra,1560.0,3.0,78.0,3,Choodasandra
8204,7th Phase JP Nagar,750.0,1.0,47.0,1,7th Phase JP Nagar
8205,Sarjapur  Road,702.0,1.0,35.8,1,Sarjapur  Road
8206,Attibele,1700.0,3.0,65.0,3,Attibele
8207,HRBR Layout,1145.0,2.0,68.5,2,HRBR Layout
8208,Ramamurthy Nagar,1208.0,2.0,43.5,3,Ramamurthy Nagar
8209,Brookefield,1589.0,3.0,74.0,3,Brookefield
8210,Yelahanka New Town,1426.0,2.0,61.5,3,Yelahanka New Town
8211,Green Glen Layout,1885.0,3.0,135.0,3,Green Glen Layout
8212,Old Madras Road,935.0,2.0,37.77,2,Old Madras Road
8213,Old Madras Road,1171.0,2.0,73.0,2,Old Madras Road
8214,Singasandra,1465.0,2.0,60.0,2,Singasandra
8215,Budigere,1820.0,3.0,95.0,3,Budigere
8216,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3,Raja Rajeshwari Nagar
8217,Whitefield,1452.0,2.0,46.29,3,Whitefield
8218,Hennur Road,1445.0,2.0,89.56,3,Hennur Road
8219,other,1170.0,2.0,39.0,2,Gollahalli
8220,other,1070.0,2.0,50.0,2,Anjappa Layout
8221,Kanakpura Road,1100.0,3.0,53.0,3,Kanakpura Road
8222,Kothanur,1140.0,2.0,56.0,2,Kothanur
8223,other,1532.0,3.0,59.75,3,Shikaripalya
8224,other,1150.0,2.0,46.0,2,AGS Layout
8225,Jakkur,1473.0,2.0,85.0,2,Jakkur
8226,Kathriguppe,1350.0,3.0,80.99,3,Kathriguppe
8227,Hoodi,1660.0,3.0,128.0,3,Hoodi
8228,Chamrajpet,650.0,2.0,45.0,2,Chamrajpet
8229,other,1495.0,3.0,90.0,3,Chikkakannalli
8230,R.T. Nagar,1080.0,2.0,48.0,2,R.T. Nagar
8231,Electronic City,1521.0,2.0,57.5,3,Electronic City
8232,other,1053.0,2.0,51.0,2,Aishwarya Crystal Layout
8233,7th Phase JP Nagar,1050.0,2.0,42.0,2,7th Phase JP Nagar
8234,Thanisandra,1430.0,2.0,51.48,3,Thanisandra
8235,other,1250.0,3.0,39.0,3,OLd Gurappanapalya
8236,other,1200.0,2.0,75.0,4,Ramanagara Channapatna
8237,Uttarahalli,1000.0,2.0,39.5,2,Uttarahalli
8238,Bannerghatta Road,1630.0,3.0,68.0,3,Bannerghatta Road
8239,Kammasandra,985.0,2.0,40.5,2,Kammasandra
8240,BTM 2nd Stage,1200.0,2.0,70.0,2,BTM 2nd Stage
8241,Ambalipura,1650.0,3.0,100.0,3,Ambalipura
8242,Mico Layout,1670.0,3.0,59.0,3,Mico Layout
8243,other,1000.0,2.0,60.0,2,Maheswari Nagar
8244,other,830.0,2.0,26.0,2,Doddabanahalli
8245,Ramagondanahalli,1200.0,3.0,56.1,3,Ramagondanahalli
8246,Haralur Road,1140.0,2.0,43.0,2,Haralur Road
8247,Nagarbhavi,1635.0,3.0,85.0,3,Nagarbhavi
8248,HSR Layout,1120.0,2.0,70.0,2,HSR Layout
8249,Hennur Road,973.0,2.0,50.74,2,Hennur Road
8250,Kundalahalli,1724.0,3.0,146.0,3,Kundalahalli
8251,Banashankari,1020.0,2.0,40.79,2,Banashankari
8252,Electronic City,750.0,1.0,35.0,1,Electronic City
8253,Kambipura,883.0,2.0,49.0,2,Kambipura
8254,other,1470.0,2.0,60.0,3,Devasthanagalu
